Kryterium 1,Kryterium 2,Kryterium 3,Kryterium 4(gorsze)
0.9690011481056258,0.9230769230769231,0.7577497129735936,1.0
0.0,0.07547169811320754,0.07547169811320754,0.8113207547169812
